29.448907,0.8002992,0.4750564
28.684473,0.8408312,0.493259
37.63727,0.8493248,0.4855808
43.746983,0.8461532,0.487057
14.498145,0.7897854,0.393907
32.322133,0.8211008,0.426205
7.639542,0.7789796,0.4335186
23.890921,0.789885,0.4622364
11.005212,0.8120818,0.4365894
15.411186,0.8095376,0.4628004
28.997241,0.8578062,0.4763044
25.787958,0.849613,0.4779822
21.797721,0.7916402,0.421316
24.004588,0.8592328,0.4793928
22.633058,0.820206,0.4152768
10.741009,0.7868202,0.437859
9.351028,0.7750196,0.4137896
28.189065,0.833114,0.5349438
21.21393,0.8147766,0.4342066
19.44125,0.8353252,0.479078
30.434815,0.8197726,0.4220054
37.414831,0.7786588,0.3898962
20.774895,0.8161576,0.44393
24.705879,0.8464008,0.5075096
23.319781,0.7604236,0.3839432
19.640364,0.7778498,0.4340522
12.698241,0.7852956,0.3977802
6.617692,0.8175316,0.4882038
26.928273,0.8615204,0.5089762
24.213407,0.7848982,0.4740138
29.514953,0.7823378,0.4088376
21.970607,0.8189552,0.4515448
31.688798,0.8808424,0.499787
17.128498,0.819021,0.4513416
35.574117,0.8495806,0.5096164
22.102684,0.838006,0.5000196
5.71338,0.7531148,0.3824326
42.796389,0.8512718,0.510273
28.487262,0.8103868,0.438311
23.913258,0.8478826,0.4772142
31.211872,0.7877882,0.4270554
22.992429,0.8522494,0.496517
35.21665,0.842097,0.466606
11.083874,0.7971952,0.4159432
14.768141,0.7873736,0.4151278
16.541797,0.8220686,0.445005
22.79719,0.8458514,0.4971616
19.547101,0.8292694,0.468249
36.175338,0.8626288,0.47267
34.365739,0.7784832,0.4197236
34.189722,0.8419732,0.4600338
24.117215,0.822144,0.4564394
19.345063,0.8652216,0.5116854
23.194449,0.7901686,0.4443854
18.239678,0.80411,0.4786066
25.959821,0.8698952,0.5038362
33.550788,0.8228972,0.4654692
7.90919,0.8156544,0.4310192
14.697228,0.8248046,0.4246316
25.545056,0.8267336,0.4120824
15.217884,0.815272,0.4638682
11.706512,0.7611568,0.3745186
14.420416,0.8214544,0.46384
12.867253,0.755818,0.3837708
12.732236,0.7789502,0.3791434
24.511591,0.8062662,0.4720888
10.552562,0.8235898,0.4652814
13.993022,0.7476352,0.3522744
9.376275,0.8079686,0.4372124
23.86662,0.8394212,0.5068228
9.189781,0.784735,0.434835
9.669621,0.7927046,0.4452948
7.143184,0.7644368,0.4031714
10.644842,0.7883994,0.4052278
16.587461,0.8286276,0.4772028
24.157064,0.839696,0.4991798
22.119204,0.788666,0.3899964
10.546737,0.8058636,0.4413134
9.68322,0.79457,0.3952464
20.419364,0.8367228,0.4673216
11.057654,0.7917264,0.3921518
9.811433,0.786976,0.3767402
8.232045,0.8700802,0.5450732
7.955214,0.774308,0.3984466
10.652604,0.7597132,0.29513
13.196525,0.7950246,0.4061402
17.38977,0.8160964,0.4527742
11.499609,0.7800144,0.4193398
7.793976,0.8426578,0.4643086
9.508379,0.8054978,0.4473446
26.582474,0.8366416,0.5234914
19.08767,0.8345466,0.463747
23.266342,0.8193168,0.4600426
21.358642,0.8378466,0.4975792
18.082333,0.8640648,0.5316658
26.820442,0.8798472,0.599682
21.968632,0.8144698,0.4582144
9.522945,0.825144,0.4597838
19.121652,0.8423136,0.5120552
14.028954,0.8064462,0.415026
12.323238,0.825794,0.4797706
8.855877,0.8330548,0.4319398
27.818806,0.8323654,0.4722138
13.310636,0.8676186,0.5371706
19.521154,0.840711,0.4472906
23.425043,0.813196,0.4795364
13.98715,0.829317,0.4391648
12.328622,0.8039294,0.446384
22.156572,0.8394156,0.4614064
11.308809,0.8055238,0.4259004
20.020018,0.832014,0.498687
21.130472,0.8405838,0.4566212
17.772402,0.8479182,0.5442614
19.53732,0.8046358,0.4410852
27.155379,0.8420632,0.5294744
11.408447,0.8393082,0.4907282
11.212213,0.8053968,0.4371036
19.160374,0.847886,0.4564712
8.967846,0.8129794,0.441777
25.073186,0.839565,0.4803426
27.35157,0.819882,0.5020444
22.625573,0.8003338,0.4773466
10.053252,0.8260392,0.4245334
28.277705,0.857999,0.4593446
21.301358,0.8288034,0.4360516
24.731615,0.8207354,0.4607274
22.720194,0.8103754,0.433789
15.322278,0.7922366,0.4449314
21.257824,0.8437844,0.4854832
11.208601,0.8541168,0.4658708
11.941549,0.8430748,0.5159002
16.429516,0.7958692,0.4236264
5.592086,0.7872932,0.4314088
1.673161,0.7730464,0.3767174
17.60872,0.828991,0.4857126
10.651611,0.8658566,0.5256972
9.054844,0.8471164,0.5139284
13.657907,0.830807,0.4592914
23.28199,0.8079934,0.4339988
29.421743,0.8210144,0.4270198
